customerid,gender,seniorcitizen,partner,dependents,tenure,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_label,segmento_antiguedad,score_servicios,ratio_cargo_antiguedad,segmento_valor,flag_contrato_mensual,flag_pago_riesgo,cltv_proyectado_24m,prob_churn,pred_churn,nivel_riesgo
0781-LKXBR,Male,1,No,No,9,Fiber optic,Month-to-month,Yes,Electronic check,100.5,918.6,1,Yes,Nuevo (0-12m),3,11.17,Medio,1,1,2412.0,0.8925155421104012,1,Alto
5543-QDCRY,Male,0,No,No,4,DSL,Month-to-month,Yes,Electronic check,56.4,234.85,0,No,Nuevo (0-12m),1,14.1,Bajo,1,1,1353.6,0.5199871733576138,1,Medio
0297-RBCSG,Male,0,No,No,19,DSL,One year,Yes,Bank transfer (automatic),65.35,1231.85,0,No,En desarrollo (13-36m),3,3.44,Medio,0,0,1568.4,0.2224578728332233,0,Bajo
4694-PHWFW,Female,0,No,Yes,8,No,Month-to-month,No,Mailed check,19.95,170.9,0,No,Nuevo (0-12m),0,2.49,Bajo,1,0,478.8,0.2034344942913716,0,Bajo
0835-JKADZ,Female,0,No,No,71,Fiber optic,Two year,Yes,Electronic check,111.25,7984.15,0,No,Maduro (36m+),5,1.57,Premium,0,1,2670.0,0.11125437703261698,0,Bajo
1907-UBQFC,Male,1,No,No,10,Fiber optic,Month-to-month,Yes,Electronic check,72.85,688.65,1,Yes,Nuevo (0-12m),1,7.28,Medio,1,1,1748.4,0.7662536575825472,1,Alto
7508-SMHXL,Female,1,No,No,15,Fiber optic,Month-to-month,No,Credit card (automatic),89.0,1288.3,0,No,En desarrollo (13-36m),2,5.93,Medio,1,0,2136.0,0.6279909815836382,1,Medio
3865-YIOTT,Male,0,Yes,Yes,72,Fiber optic,One year,Yes,Bank transfer (automatic),106.1,7848.5,0,No,Maduro (36m+),4,1.47,Premium,0,0,2546.4,0.15099554741509355,0,Bajo
5993-BQHEA,Male,0,No,No,12,No,One year,No,Credit card (automatic),20.05,267.0,0,No,Nuevo (0-12m),0,1.67,Bajo,0,0,481.2,0.04998247141492443,0,Bajo
6024-RUGGH,Male,0,Yes,Yes,72,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,0,No,Maduro (36m+),0,0.35,Medio,0,0,604.8,0.011585608341428286,0,Bajo
6513-EECDB,Male,1,Yes,No,1,Fiber optic,Month-to-month,Yes,Electronic check,73.55,73.55,1,Yes,Nuevo (0-12m),0,73.55,Bajo,1,1,1765.2,0.9211475334962451,1,Alto
3956-CJUST,Female,1,No,No,23,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,0,No,En desarrollo (13-36m),1,3.28,Medio,1,0,1809.6,0.570761531428386,1,Medio
4079-WWQQQ,Male,0,No,No,72,DSL,Two year,Yes,Bank transfer (automatic),65.55,4807.45,0,No,Maduro (36m+),6,0.91,Alto,0,0,1573.2,0.026809672495910666,0,Bajo
6103-BOCOU,Female,0,No,No,26,Fiber optic,Month-to-month,Yes,Electronic check,80.7,2193.0,0,No,En desarrollo (13-36m),1,3.1,Alto,1,1,1936.8,0.679088876138022,1,Medio
5149-TGWDZ,Female,0,No,No,21,Fiber optic,One year,Yes,Mailed check,104.55,2239.4,0,No,En desarrollo (13-36m),5,4.98,Alto,0,0,2509.2,0.35386465024954566,0,Bajo
7471-WNSUF,Male,0,Yes,No,60,No,One year,No,Bank transfer (automatic),24.15,1505.9,0,No,Maduro (36m+),0,0.4,Medio,0,0,579.6,0.02192522441101118,0,Bajo
8942-DBMHZ,Male,0,No,No,12,No,Month-to-month,No,Mailed check,20.45,255.35,0,No,Nuevo (0-12m),0,1.7,Bajo,1,0,490.8,0.15305796698906848,0,Bajo
4301-VVZKA,Male,0,Yes,No,16,Fiber optic,Month-to-month,Yes,Electronic check,75.4,1189.4,0,No,En desarrollo (13-36m),0,4.71,Medio,1,1,1809.6,0.7187162035222598,1,Alto
9199-PWQVC,Female,0,Yes,No,63,DSL,One year,Yes,Credit card (automatic),79.7,4786.15,0,No,Maduro (36m+),4,1.27,Alto,0,0,1912.8,0.09721619280212204,0,Bajo
4824-GUCBY,Female,1,No,No,22,Fiber optic,Month-to-month,No,Electronic check,81.7,1820.9,0,No,En desarrollo (13-36m),2,3.71,Medio,1,1,1960.8,0.6465879832148971,1,Medio
5393-HJZSM,Female,0,Yes,Yes,32,DSL,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0,No,En desarrollo (13-36m),5,2.38,Alto,1,0,1831.2,0.20884247788268318,0,Bajo
7074-IEVOJ,Female,1,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,79.4,205.05,1,Yes,Nuevo (0-12m),1,26.47,Bajo,1,1,1905.6,0.8722828686068922,1,Alto
9625-QSTYE,Female,0,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,81.15,952.3,1,Yes,En desarrollo (13-36m),2,6.24,Medio,1,1,1947.6,0.7896930875333912,1,Alto
0862-PRCBS,Female,0,Yes,Yes,68,Fiber optic,Two year,Yes,Credit card (automatic),103.75,7039.45,0,No,Maduro (36m+),4,1.53,Premium,0,0,2490.0,0.15515008461673982,0,Bajo
8812-ZRHFP,Female,0,Yes,Yes,30,Fiber optic,One year,No,Electronic check,86.45,2538.05,0,No,En desarrollo (13-36m),2,2.88,Alto,0,1,2074.8,0.2910657966341341,0,Bajo
5146-CBVOE,Female,0,No,No,16,Fiber optic,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,0,No,En desarrollo (13-36m),1,4.69,Medio,1,0,1802.4,0.4738755808375565,0,Medio
0454-OKRCT,Male,0,No,No,33,Fiber optic,Two year,No,Bank transfer (automatic),80.6,2651.1,0,No,En desarrollo (13-36m),2,2.44,Alto,0,0,1934.4,0.07794614176954695,0,Bajo
5787-KXGIY,Male,0,Yes,No,72,No,Two year,No,Credit card (automatic),19.3,1304.8,0,No,Maduro (36m+),0,0.27,Medio,0,0,463.2,0.01734611082073095,0,Bajo
4750-ZRXIU,Female,1,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,84.6,360.1,1,Yes,Nuevo (0-12m),1,21.15,Bajo,1,1,2030.4,0.8747058946107213,1,Alto
4198-VFOEA,Female,0,No,No,12,DSL,One year,Yes,Mailed check,33.6,435.45,0,No,Nuevo (0-12m),2,2.8,Bajo,0,0,806.4,0.16414193310844638,0,Bajo
6630-UJZMY,Female,1,Yes,No,4,Fiber optic,Month-to-month,Yes,Electronic check,83.25,308.05,0,No,Nuevo (0-12m),1,20.81,Bajo,1,1,1998.0,0.8703947650018573,1,Alto
5709-LVOEQ,Female,0,Yes,Yes,0,DSL,Two year,No,Mailed check,80.85,80.85,0,No,Nuevo (0-12m),5,80.85,Bajo,0,0,1940.4,0.09483197693746767,0,Bajo
6400-BWQKW,Female,0,No,No,6,Fiber optic,Month-to-month,Yes,Electronic check,79.05,434.5,1,Yes,Nuevo (0-12m),1,13.17,Bajo,1,1,1897.2,0.866764984424588,1,Alto
2692-AQCPF,Female,0,Yes,No,65,Fiber optic,One year,Yes,Credit card (automatic),108.05,7118.9,0,No,Maduro (36m+),5,1.66,Premium,0,0,2593.2,0.3135706406569372,0,Bajo
0347-UBKUZ,Female,0,No,No,15,No,Month-to-month,No,Mailed check,19.9,320.45,0,No,En desarrollo (13-36m),0,1.33,Bajo,1,0,477.6,0.21339937849011367,0,Bajo
0835-DUUIQ,Female,0,No,Yes,24,No,One year,No,Bank transfer (automatic),21.05,531.55,0,No,En desarrollo (13-36m),0,0.88,Medio,0,0,505.2,0.04710973964259688,0,Bajo
0811-GSDTP,Female,0,No,Yes,13,DSL,Month-to-month,No,Electronic check,30.15,382.2,0,No,En desarrollo (13-36m),1,2.32,Bajo,1,1,723.6,0.4065400270239393,0,Medio
7567-ECMCM,Male,0,No,No,24,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,0,No,En desarrollo (13-36m),1,3.33,Alto,1,0,1916.4,0.5825523137912213,1,Medio
6115-ZTBFQ,Female,0,Yes,No,72,DSL,Two year,No,Bank transfer (automatic),65.5,4919.7,0,No,Maduro (36m+),6,0.91,Alto,0,0,1572.0,0.03008990463551739,0,Bajo
6353-BRMMA,Female,0,Yes,Yes,54,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,0,No,Maduro (36m+),4,1.93,Premium,1,0,2498.4,0.5632273411380613,1,Medio
6680-WKXRZ,Female,0,No,No,3,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,Yes,Nuevo (0-12m),0,24.8,Bajo,1,0,1785.6,0.7775825501714215,1,Alto
6231-WFGFH,Male,0,Yes,Yes,4,No,Month-to-month,Yes,Mailed check,20.5,77.6,0,No,Nuevo (0-12m),0,5.13,Bajo,1,0,492.0,0.19928084022359474,0,Bajo
9904-EHEVJ,Female,1,Yes,Yes,32,Fiber optic,Month-to-month,Yes,Mailed check,91.35,2896.55,0,No,En desarrollo (13-36m),2,2.85,Alto,1,0,2192.4,0.5456538172368246,1,Medio
7028-DVOIQ,Male,1,No,No,35,Fiber optic,Month-to-month,Yes,Electronic check,99.05,3395.8,1,Yes,En desarrollo (13-36m),3,2.83,Alto,1,1,2377.2,0.758144954746108,1,Alto
6169-PPETC,Male,0,Yes,Yes,35,No,Two year,No,Bank transfer (automatic),20.5,759.35,0,No,En desarrollo (13-36m),0,0.59,Medio,0,0,492.0,0.010638318527920623,0,Bajo
4208-UFFGW,Male,1,No,No,2,DSL,Month-to-month,No,Mailed check,44.95,85.15,1,Yes,Nuevo (0-12m),0,22.48,Bajo,1,0,1078.8,0.7512874351802271,1,Alto
8584-KMVXD,Female,0,No,No,8,Fiber optic,Month-to-month,No,Electronic check,75.6,535.55,0,No,Nuevo (0-12m),1,9.45,Medio,1,1,1814.4,0.7247661392662106,1,Alto
8467-WYNSR,Male,0,No,No,22,DSL,Month-to-month,No,Mailed check,55.1,1253.15,0,No,En desarrollo (13-36m),2,2.5,Medio,1,0,1322.4,0.29539690411762926,0,Bajo
0851-DFJKB,Female,0,No,No,15,DSL,Month-to-month,No,Electronic check,58.95,955.15,0,No,En desarrollo (13-36m),3,3.93,Medio,1,1,1414.8,0.5348688907982373,1,Medio
5382-SOYZL,Male,0,No,No,22,Fiber optic,Month-to-month,Yes,Electronic check,95.1,2162.6,0,No,En desarrollo (13-36m),2,4.32,Alto,1,1,2282.4,0.7870194560971749,1,Alto
9448-REEVD,Male,0,Yes,No,1,DSL,Month-to-month,No,Credit card (automatic),44.7,44.7,1,Yes,Nuevo (0-12m),0,44.7,Bajo,1,0,1072.8,0.7359246638986956,1,Alto
3261-CQXOL,Female,0,Yes,Yes,71,No,Two year,No,Bank transfer (automatic),25.45,1813.35,0,No,Maduro (36m+),0,0.36,Medio,0,0,610.8,0.007904800748003904,0,Bajo
8388-FYNPZ,Male,0,No,No,4,DSL,Month-to-month,No,Electronic check,56.75,245.15,0,No,Nuevo (0-12m),2,14.19,Bajo,1,1,1362.0,0.474751242437811,0,Medio
4002-BQWPQ,Male,0,No,No,25,DSL,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,0,No,En desarrollo (13-36m),5,3.27,Alto,1,0,1962.0,0.22959716882321396,0,Bajo
5651-YLPRD,Female,0,Yes,Yes,32,Fiber optic,Month-to-month,Yes,Electronic check,86.1,2723.75,0,No,En desarrollo (13-36m),2,2.69,Alto,1,1,2066.4,0.6740797477451064,1,Medio
2826-DXLQO,Male,1,Yes,No,7,DSL,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0,No,Nuevo (0-12m),1,4.26,Bajo,1,0,715.2,0.37982952130744935,0,Bajo
4378-BZYFP,Male,0,No,No,17,No,One year,Yes,Mailed check,20.5,365.8,0,No,En desarrollo (13-36m),0,1.21,Bajo,0,0,492.0,0.030108217124962634,0,Bajo
9489-UTFKA,Male,1,Yes,No,8,DSL,Month-to-month,No,Bank transfer (automatic),60.9,551.95,0,No,Nuevo (0-12m),2,7.61,Medio,1,0,1461.6,0.26830148475400717,0,Bajo
4849-PYRLQ,Female,1,No,No,56,DSL,Two year,No,Bank transfer (automatic),73.25,4054.2,0,No,Maduro (36m+),4,1.31,Alto,0,0,1758.0,0.07991906272854497,0,Bajo
9117-SHLZX,Male,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,45.7,45.7,1,Yes,Nuevo (0-12m),0,45.7,Bajo,1,0,1096.8,0.7710554195418517,1,Alto
9889-TMAHG,Male,1,No,No,8,Fiber optic,Month-to-month,No,Credit card (automatic),100.3,832.35,1,Yes,Nuevo (0-12m),4,12.54,Medio,1,0,2407.2,0.8628504216781013,1,Alto
4541-RMRLG,Male,0,No,No,7,No,Month-to-month,No,Electronic check,19.25,112.3,1,Yes,Nuevo (0-12m),0,2.75,Bajo,1,1,462.0,0.20677687051939983,0,Bajo
7764-BDPEE,Male,0,No,Yes,3,No,Month-to-month,No,Mailed check,20.85,60.65,0,No,Nuevo (0-12m),0,6.95,Bajo,1,0,500.4,0.2182274497963908,0,Bajo
3429-IFLEM,Female,0,No,No,71,DSL,Two year,No,Credit card (automatic),77.35,5550.1,0,No,Maduro (36m+),5,1.09,Premium,0,0,1856.4,0.036137961510064986,0,Bajo
3158-MOERK,Female,0,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,96.0,174.8,1,Yes,Nuevo (0-12m),2,48.0,Bajo,1,1,2304.0,0.8947203254142275,1,Alto
7294-TMAOP,Female,0,No,No,1,Fiber optic,Month-to-month,No,Electronic check,90.55,90.55,1,Yes,Nuevo (0-12m),2,90.55,Bajo,1,1,2173.2,0.9353459698466828,1,Alto
5002-GCQFH,Male,0,Yes,No,49,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0,No,Maduro (36m+),3,1.92,Alto,1,0,2252.4,0.5323346832997751,1,Medio
0556-FJEGU,Male,0,No,No,58,DSL,Two year,No,Bank transfer (automatic),70.1,4048.95,0,No,Maduro (36m+),4,1.21,Alto,0,0,1682.4,0.05242650893978593,0,Bajo
8919-FYFQZ,Male,1,Yes,No,44,DSL,Month-to-month,Yes,Electronic check,30.35,1359.7,1,Yes,Maduro (36m+),1,0.69,Medio,1,1,728.4,0.5530500755271059,1,Medio
0604-THJFP,Female,0,Yes,Yes,59,DSL,Two year,Yes,Credit card (automatic),75.95,4542.35,0,No,Maduro (36m+),4,1.29,Alto,0,0,1822.8,0.05900213579022835,0,Bajo
2834-JRTUA,Male,0,No,No,71,Fiber optic,Two year,Yes,Electronic check,108.05,7532.15,1,Yes,Maduro (36m+),5,1.52,Premium,0,1,2593.2,0.3902218137288416,0,Bajo
5875-YPQFJ,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,69.9,69.9,1,Yes,Nuevo (0-12m),0,69.9,Bajo,1,1,1677.6,0.9462418720392701,1,Alto
5879-SESNB,Female,0,No,No,11,Fiber optic,Month-to-month,No,Electronic check,75.25,888.65,0,No,Nuevo (0-12m),0,6.84,Medio,1,1,1806.0,0.6220779518441139,1,Medio
6646-QVXLR,Male,1,Yes,No,62,Fiber optic,One year,Yes,Electronic check,103.75,6383.35,1,Yes,Maduro (36m+),4,1.67,Premium,0,1,2490.0,0.419923154470597,0,Medio
6461-PPAXN,Female,0,Yes,Yes,35,DSL,One year,Yes,Bank transfer (automatic),54.95,1916.0,0,No,En desarrollo (13-36m),2,1.57,Medio,0,0,1318.8,0.12141170879491177,0,Bajo
3318-ISQFQ,Female,0,No,No,20,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,0,No,En desarrollo (13-36m),0,0.97,Bajo,1,0,468.0,0.19637957677368104,0,Bajo
1106-HRLKZ,Male,0,Yes,Yes,40,No,Two year,No,Mailed check,19.6,808.95,0,No,Maduro (36m+),0,0.49,Medio,0,0,470.4,0.007319546191985372,0,Bajo
2483-XSSMZ,Female,0,No,No,39,DSL,One year,Yes,Electronic check,47.85,1886.4,0,No,Maduro (36m+),1,1.23,Medio,0,1,1148.4,0.15720003901100188,0,Bajo
8603-IJWDN,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,86.6,86.6,1,Yes,Nuevo (0-12m),1,86.6,Bajo,1,1,2078.4,0.9376040011351169,1,Alto
8165-ZJRNM,Female,0,Yes,Yes,72,No,Two year,No,Bank transfer (automatic),23.75,1679.25,0,No,Maduro (36m+),0,0.33,Medio,0,0,570.0,0.004824985294680088,0,Bajo
9369-XFEHK,Female,1,Yes,No,33,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1,Yes,En desarrollo (13-36m),1,2.44,Alto,1,0,1934.4,0.5629340102471191,1,Medio
2604-XVDAM,Female,0,No,No,12,DSL,Month-to-month,No,Bank transfer (automatic),43.8,540.95,0,No,Nuevo (0-12m),0,3.65,Medio,1,0,1051.2,0.39422391475308954,0,Bajo
3717-OFRTN,Male,0,No,No,1,No,Month-to-month,No,Bank transfer (automatic),19.75,19.75,0,No,Nuevo (0-12m),0,19.75,Bajo,1,0,474.0,0.3823384121181233,0,Bajo
9046-JBFWA,Male,0,No,Yes,27,No,Month-to-month,No,Mailed check,19.15,537.35,0,No,En desarrollo (13-36m),0,0.71,Medio,1,0,459.6,0.09818033000993967,0,Bajo
3280-NMUVX,Male,0,Yes,Yes,34,No,One year,No,Credit card (automatic),19.6,678.8,0,No,En desarrollo (13-36m),0,0.58,Medio,0,0,470.4,0.007111571811933596,0,Bajo
1206-EHBDD,Female,0,Yes,No,56,Fiber optic,Two year,No,Bank transfer (automatic),80.3,4513.65,0,No,Maduro (36m+),2,1.43,Alto,0,0,1927.2,0.06191054677011697,0,Bajo
8361-LBRDI,Female,0,No,No,58,No,Two year,No,Credit card (automatic),24.35,1423.85,0,No,Maduro (36m+),0,0.42,Medio,0,0,584.4,0.014066520303313275,0,Bajo
4883-KCPZJ,Female,0,Yes,Yes,22,No,Two year,No,Credit card (automatic),25.25,555.4,0,No,En desarrollo (13-36m),0,1.15,Medio,0,0,606.0,0.05849489620707602,0,Bajo
9108-EQPNQ,Female,0,Yes,Yes,10,No,Two year,No,Credit card (automatic),26.1,225.55,0,No,Nuevo (0-12m),0,2.61,Bajo,0,0,626.4,0.05308433653023494,0,Bajo
7277-KAMWT,Male,0,No,No,13,No,Two year,No,Credit card (automatic),20.0,268.45,0,No,En desarrollo (13-36m),0,1.54,Bajo,0,0,480.0,0.011808608395665736,0,Bajo
3842-IYKUE,Female,0,No,No,35,Fiber optic,Month-to-month,No,Credit card (automatic),85.3,2917.5,1,Yes,En desarrollo (13-36m),2,2.44,Alto,1,0,2047.2,0.5634738743275695,1,Medio
6641-XRPSU,Female,0,No,No,34,Fiber optic,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,1,Yes,En desarrollo (13-36m),0,2.06,Alto,1,0,1680.0,0.5812747189029168,1,Medio
1374-DMZUI,Female,1,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,94.3,424.45,1,Yes,Nuevo (0-12m),2,23.57,Bajo,1,1,2263.2,0.8943733626060342,1,Alto
2545-LXYVJ,Male,0,Yes,No,72,No,Two year,No,Bank transfer (automatic),20.7,1492.1,0,No,Maduro (36m+),0,0.29,Medio,0,0,496.8,0.006046573987651362,0,Bajo
3234-VKACU,Male,0,No,No,2,DSL,Month-to-month,No,Electronic check,70.3,132.4,0,No,Nuevo (0-12m),3,35.15,Bajo,1,1,1687.2,0.6393066599382217,1,Medio
8357-EQXFO,Female,0,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,95.35,660.9,1,Yes,Nuevo (0-12m),3,13.62,Medio,1,1,2288.4,0.8964142753658605,1,Alto
1989-PRJHP,Male,1,Yes,No,27,Fiber optic,Month-to-month,Yes,Electronic check,75.5,1893.95,1,Yes,En desarrollo (13-36m),0,2.8,Medio,1,1,1812.0,0.6420009799359202,1,Medio
8120-JDCAM,Male,0,Yes,Yes,4,Fiber optic,Month-to-month,Yes,Mailed check,69.55,284.9,0,No,Nuevo (0-12m),0,17.39,Bajo,1,0,1669.2,0.7104829912885752,1,Alto
8917-FAEMR,Female,0,No,No,37,No,Two year,No,Mailed check,19.85,784.25,0,No,Maduro (36m+),0,0.54,Medio,0,0,476.4,0.006639001393327694,0,Bajo
7047-YXDMZ,Male,0,No,No,21,No,Month-to-month,No,Mailed check,20.0,417.7,0,No,En desarrollo (13-36m),0,0.95,Bajo,1,0,480.0,0.09460065943478078,0,Bajo
2858-EIMXH,Female,1,Yes,No,53,Fiber optic,One year,Yes,Credit card (automatic),95.85,5016.25,0,No,Maduro (36m+),2,1.81,Premium,0,0,2300.4,0.33905885936176,0,Bajo
9524-EGPJC,Female,0,No,No,18,Fiber optic,Month-to-month,Yes,Electronic check,90.1,1612.75,1,Yes,En desarrollo (13-36m),2,5.01,Medio,1,1,2162.4,0.7872433845740345,1,Alto
6993-OHLXR,Female,0,No,No,2,Fiber optic,Month-to-month,No,Electronic check,68.95,119.75,1,Yes,Nuevo (0-12m),0,34.48,Bajo,1,1,1654.8,0.75058710010256,1,Alto
8818-XYFCQ,Male,0,Yes,Yes,32,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,1,Yes,En desarrollo (13-36m),3,3.11,Alto,1,0,2389.2,0.6568693442483889,1,Medio
6419-ZTTLE,Male,1,Yes,No,23,No,One year,Yes,Electronic check,20.75,485.2,0,No,En desarrollo (13-36m),0,0.9,Bajo,0,1,498.0,0.03139431204582714,0,Bajo
0929-HYQEW,Male,0,No,No,3,DSL,Month-to-month,Yes,Mailed check,50.15,160.85,0,No,Nuevo (0-12m),1,16.72,Bajo,1,0,1203.6,0.6969726821222202,1,Medio
6614-YOLAC,Female,0,Yes,Yes,71,DSL,Two year,No,Mailed check,58.65,4145.25,0,No,Maduro (36m+),5,0.83,Alto,0,0,1407.6,0.02853336705096929,0,Bajo
7426-RHZGU,Male,0,No,No,9,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,0,No,Nuevo (0-12m),3,10.66,Medio,1,0,2301.6,0.8554618609303148,1,Alto
4065-JJAVA,Female,0,No,No,1,DSL,Month-to-month,No,Electronic check,49.5,49.5,0,No,Nuevo (0-12m),1,49.5,Bajo,1,1,1188.0,0.6740764509330507,1,Medio
4695-VADHF,Male,0,Yes,Yes,18,DSL,Month-to-month,No,Electronic check,57.45,990.85,1,Yes,En desarrollo (13-36m),2,3.19,Medio,1,1,1378.8,0.5070840662211372,1,Medio
3863-IUBJR,Male,0,Yes,Yes,12,DSL,One year,No,Credit card (automatic),53.65,696.35,1,Yes,Nuevo (0-12m),1,4.47,Medio,0,0,1287.6,0.34891919379977593,0,Bajo
7649-SIJJF,Male,0,Yes,No,71,DSL,Two year,Yes,Mailed check,80.1,5585.4,0,No,Maduro (36m+),5,1.13,Premium,0,0,1922.4,0.04001786786525427,0,Bajo
9361-YNQWJ,Female,0,No,No,64,No,One year,Yes,Bank transfer (automatic),24.4,1601.2,0,No,Maduro (36m+),0,0.38,Medio,0,0,585.6,0.018149431480769862,0,Bajo
3748-FVMZZ,Male,0,No,No,4,DSL,Month-to-month,Yes,Electronic check,40.05,162.45,0,No,Nuevo (0-12m),2,10.01,Bajo,1,1,961.2,0.6837336456670141,1,Medio
9391-TTOYH,Female,0,No,No,23,No,Month-to-month,Yes,Mailed check,19.5,470.2,0,No,En desarrollo (13-36m),0,0.85,Bajo,1,0,468.0,0.13023378031755065,0,Bajo
1452-XRSJV,Female,0,Yes,Yes,39,DSL,Month-to-month,No,Credit card (automatic),51.05,2066.0,0,No,Maduro (36m+),1,1.31,Alto,1,0,1225.2,0.27750998464863325,0,Bajo
3422-WJOYD,Male,0,Yes,No,28,DSL,One year,No,Mailed check,54.35,1426.45,0,No,En desarrollo (13-36m),2,1.94,Medio,0,0,1304.4,0.10499953244727327,0,Bajo
8242-SOQUO,Female,1,No,No,5,Fiber optic,Month-to-month,Yes,Electronic check,84.7,392.5,0,No,Nuevo (0-12m),2,16.94,Bajo,1,1,2032.8,0.8750463627252912,1,Alto
7460-ITWWP,Female,1,Yes,No,45,Fiber optic,Month-to-month,Yes,Electronic check,86.1,3861.45,0,No,Maduro (36m+),2,1.91,Alto,1,1,2066.4,0.658799466350504,1,Medio
7147-AYBAA,Male,0,No,No,37,Fiber optic,Month-to-month,Yes,Mailed check,70.35,2552.9,0,No,Maduro (36m+),0,1.9,Alto,1,0,1688.4,0.4182815167406704,0,Medio
7868-TMWMZ,Female,1,Yes,No,60,Fiber optic,Two year,Yes,Bank transfer (automatic),110.0,6668.35,0,No,Maduro (36m+),6,1.83,Premium,0,0,2640.0,0.29630543501751844,0,Bajo
4822-RVYBB,Male,1,No,No,8,Fiber optic,Month-to-month,Yes,Electronic check,100.6,819.4,1,Yes,Nuevo (0-12m),3,12.57,Medio,1,1,2414.4,0.905328881040371,1,Alto
6732-FZUGP,Female,0,No,No,47,Fiber optic,One year,No,Credit card (automatic),94.9,4615.25,0,No,Maduro (36m+),3,2.02,Alto,0,0,2277.6,0.21715319693910104,0,Bajo
8436-BJUMM,Male,0,Yes,Yes,26,Fiber optic,Month-to-month,Yes,Electronic check,83.75,2070.6,1,Yes,En desarrollo (13-36m),1,3.22,Alto,1,1,2010.0,0.7273784904585141,1,Alto
4184-TJFAN,Female,1,Yes,Yes,3,Fiber optic,Month-to-month,Yes,Mailed check,88.3,273.75,1,Yes,Nuevo (0-12m),3,29.43,Bajo,1,0,2119.2,0.8891821326497943,1,Alto
8329-GWVPJ,Female,0,Yes,Yes,50,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,0,No,Maduro (36m+),0,1.4,Alto,1,0,1674.0,0.29228726367798596,0,Bajo
1352-VHKAJ,Male,0,Yes,Yes,27,DSL,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,0,No,En desarrollo (13-36m),3,2.65,Medio,1,0,1718.4,0.22142174125587083,0,Bajo
4145-UQXUQ,Female,1,No,No,8,Fiber optic,Month-to-month,Yes,Electronic check,92.1,729.95,1,Yes,Nuevo (0-12m),3,11.51,Medio,1,1,2210.4,0.8954299778859148,1,Alto
2632-TACXW,Female,0,Yes,No,62,No,Two year,No,Bank transfer (automatic),23.65,1416.75,0,No,Maduro (36m+),0,0.38,Medio,0,0,567.6,0.012805626324760113,0,Bajo
8146-QQKZH,Female,0,Yes,No,71,DSL,Two year,No,Bank transfer (automatic),81.85,5924.4,0,No,Maduro (36m+),5,1.15,Premium,0,0,1964.4,0.028952614703952752,0,Bajo
1767-CJKBA,Male,0,No,No,66,No,Two year,No,Mailed check,25.1,1697.7,0,No,Maduro (36m+),0,0.38,Medio,0,0,602.4,0.024784460795423274,0,Bajo
6445-TNRXS,Male,0,Yes,Yes,68,Fiber optic,Two year,Yes,Bank transfer (automatic),114.7,7849.85,0,No,Maduro (36m+),6,1.69,Premium,0,0,2752.8,0.1519646881034779,0,Bajo
4581-LNWUM,Female,0,No,No,13,DSL,Month-to-month,No,Electronic check,49.15,649.4,0,No,En desarrollo (13-36m),3,3.78,Medio,1,1,1179.6,0.5391720512470636,1,Medio
4869-EPIUS,Male,0,Yes,No,56,Fiber optic,One year,Yes,Electronic check,80.9,4557.5,0,No,Maduro (36m+),1,1.44,Alto,0,1,1941.6,0.1761245661736055,0,Bajo
9948-YPTDG,Male,0,Yes,No,38,Fiber optic,Month-to-month,Yes,Electronic check,79.45,3013.05,1,Yes,Maduro (36m+),2,2.09,Alto,1,1,1906.8,0.6791724584992036,1,Medio
1236-WFCDV,Male,1,No,No,14,Fiber optic,Month-to-month,No,Credit card (automatic),90.45,1266.1,1,Yes,En desarrollo (13-36m),2,6.46,Medio,1,0,2170.8,0.6495523871995172,1,Medio
